655,0.0376,3.241675,
656,0.0091,3.117988,
657,0.0234,2.926908,
658,-0.00767,2.8056,
659,0.0169,2.818399,
660,-0.00247,2.761426,
661,-0.00247,2.563437,
662,-0.0247007,2.424686,
663,-0.0207,2.435333,
664,-0.0259,2.416078,
665,-0.0091,2.320708,
666,-0.00247,2.253088,
667,0.00507,2.167233,
668,-0.0103,2.19521,
669,-0.00507,2.09361,
670,-0.0155,2.094969,
671,0.0234,1.956558,
672,0.00507,1.895281,
673,0.00247,1.852806,
674,0.00377,1.918501,
675,0.00767,1.810105,
676,0,1.669315,
677,0,1.62163,
678,0,1.624235,
679,0,1.476083,
680,0,1.57655,
681,0,1.530904,
682,0,1.37992,
683,0,1.385471,
684,0,1.338238,
685,0,1.320796,
686,0,1.267447,
687,0,1.236526,
688,0,1.237432,
689,0,1.272658,
690,0,1.260311,
691,0,1.207869,
692,0,1.16143,
693,0,1.174343,
694,0,1.093131,
695,0,1.199488,
696,0,1.078633,
697,0,1.04386,
698,0,1.074102,
699,0,1.073083,
700,0,1.007275,
